7203.T,6758.T,9432.T,8306.T,9984.T,9433.T,9983.T,4568.T,8035.T,4063.T,6501.T,6367.T,8058.T,8316.T,8001.T,4502.T,4519.T,8031.T,6902.T,8766.T,7267.T,2914.T,3382.T,8411.T,6954.T,4503.T,6702.T,5108.T,7733.T,9022.T
2067.000,10810.000,3885.000,728.000,5131.000,4313.000,68240,3376.000,42660,15410,6337.000,21660,3820.000,4015.000,3693.000,3759.000,3476.000,2829.500,6985.000,2619.667,3193.000,2290.500,5252.000,1542.500,21055,2058.500,16890,4745.000,2686.500,15400
2113.000,11035.000,3913.000,734.800,5283.000,4241.000,67370,3411.000,42410,15710,6426.000,22025,3972.000,4059.000,3770.000,3812.000,3529.000,2923.000,7000.000,2630.000,3225.000,2329.000,5409.000,1559.500,21230,2095.500,17180,4778.000,2688.000,15395
2116.500,11105.000,3897.000,743.000,5378.000,4304.000,70290,3459.000,42570,15805,6493.000,22075,3980.000,4096.000,3799.000,3838.000,3571.000,2933.500,7015.000,2712.667,3203.000,2355.500,5314.000,1575.000,21465,2125.000,17545,4817.000,2708.000,15310
2058.000,10830.000,3826.000,710.000,5343.000,4265.000,68080,3475.000,42020,15760,6331.000,21555,3784.000,3972.000,3730.000,3862.000,3624.000,2773.500,6877.000,2601.667,3161.000,2328.000,5276.000,1531.000,21090,2126.500,17430,4834.000,2692.000,15120
2105.000,11225.000,3847.000,713.700,5388.000,4348.000,68000,3521.000,42820,16025,6437.000,22160,3795.000,4004.000,3792.000,3932.000,3664.000,2803.000,7050.000,2664.000,3207.000,2355.000,5360.000,1540.000,21880,2144.000,18010,4993.000,2732.000,14985
2111.000,11145.000,3830.000,724.600,5400.000,4293.000,68260,3443.000,43550,15980,6490.000,22040,3885.000,4064.000,3803.000,3884.000,3657.000,2851.500,7280.000,2653.000,3250.000,2342.500,5325.000,1559.000,21905,2122.000,17890,4966.000,2705.500,14860
2152.000,11380.000,3914.000,739.500,5446.000,4433.000,68900,3596.000,42950,16175,6565.000,22095,3905.000,4128.000,3865.000,3973.000,3737.000,2902.000,7410.000,2729.333,3313.000,2380.000,5482.000,1582.500,21915,2164.000,18145,5038.000,2745.500,15175
2116.500,11210.000,3916.000,729.100,5213.000,4434.000,68410,3599.000,41710,15755,6469.000,21870,3847.000,4071.000,3794.000,3972.000,3695.000,2857.000,7231.000,2735.333,3254.000,2366.000,5480.000,1567.000,20920,2162.500,17800,5007.000,2685.000,15040
2134.500,11190.000,3906.000,731.700,5338.000,4398.000,69100,3626.000,42280,15965,6479.000,21925,3838.000,4094.000,3769.000,3940.000,3721.000,2835.500,7296.000,2646.667,3335.000,2366.500,5550.000,1579.000,21075,2170.000,17655,5013.000,2673.500,15090
2135.000,11205.000,3905.000,718.800,5385.000,4399.000,70130,3624.000,43690,16015,6428.000,21715,3890.000,4060.000,3775.000,3948.000,3689.000,2847.000,7313.000,2630.000,3342.000,2349.500,5459.000,1564.000,21050,2162.000,17695,5046.000,2718.000,15065
2163.000,11205.000,3915.000,700.800,5296.000,4402.000,76230,3614.000,43040,16020,6379.000,21960,3877.000,3992.000,3817.000,3989.000,3704.000,2828.000,7401.000,2595.667,3373.000,2350.000,5444.000,1538.500,21080,2155.500,17880,5009.000,2735.500,15070
2163.000,11205.000,3915.000,700.800,5296.000,4402.000,76230,3614.000,43040,16020,6379.000,21960,3877.000,3992.000,3817.000,3989.000,3704.000,2828.000,7401.000,2595.667,3373.000,2350.000,5444.000,1538.500,21080,2155.500,17880,5009.000,2735.500,15070
2177.000,11465.000,3874.000,717.300,5371.000,4384.000,77540,3508.000,43000,16260,6570.000,22355,3922.000,4067.000,3836.000,3961.000,3643.000,2894.000,7574.000,2594.333,3433.000,2356.500,5361.000,1561.500,21465,2122.000,17705,5127.000,2744.500,15095
2194.000,11940.000,3896.000,727.400,5500.000,4391.000,79550,3586.000,45100,16860,6806.000,23095,4019.000,4120.000,3939.000,4040.000,3732.000,2959.500,7718.000,2647.333,3535.000,2390.000,5370.000,1580.000,22095,2151.500,18610,5275.000,2865.000,15395
2193.500,11950.000,3906.000,726.500,5507.000,4435.000,80020,3608.000,44660,16755,6832.000,23525,3994.000,4103.000,3897.000,4046.000,3768.000,2927.500,7772.000,2629.333,3523.000,2397.000,5348.000,1579.500,22530,2150.000,19005,5230.000,2886.000,15245
2202.500,12025.000,3916.000,731.600,5482.000,4458.000,80210,3509.000,45260,16650,6859.000,23810,3948.000,4097.000,3877.000,3997.000,3749.000,2903.000,7778.000,2586.667,3468.000,2394.000,5357.000,1581.500,22520,2147.000,19325,5207.000,2884.000,15075
2166.000,11705.000,3887.000,735.700,5505.000,4436.000,79780,3525.000,45020,16145,6728.000,23410,3949.000,4116.000,3867.000,4001.000,3706.000,2919.500,7649.000,2594.667,3471.000,2411.000,5357.000,1580.500,21825,2140.000,18980,5167.000,2838.000,15390
2166.000,11730.000,3873.000,739.600,5681.000,4428.000,79710,3514.000,44520,16155,6724.000,23400,3957.000,4119.000,3873.000,3960.000,3595.000,2922.500,7726.000,2636.333,3476.000,2411.000,5305.000,1580.000,21825,2124.500,18925,5219.000,2846.000,15300
2169.000,11660.000,3878.000,745.600,5688.000,4436.000,78580,3571.000,45900,16335,6744.000,23260,3982.000,4140.000,3880.000,3985.000,3692.000,2939.500,7769.000,2630.000,3438.000,2429.500,5330.000,1582.000,21845,2192.000,18820,5205.000,2838.500,15640
2125.000,11675.000,3885.000,744.500,5656.000,4437.000,78890,3589.000,46070,17020,6708.000,22900,3977.000,4114.000,3863.000,3985.000,3718.000,2935.000,7631.000,2609.000,3437.000,2433.000,5386.000,1578.000,22645,2183.000,18940,5244.000,2846.000,15560
2137.000,11695.000,3807.000,745.400,5605.000,4292.000,80200,3523.000,46010,16960,6704.000,23250,3948.000,4107.000,3866.000,3925.000,3734.000,2925.500,7234.000,2588.000,3388.000,2387.500,5429.000,1583.500,22825,2087.500,18515,5198.000,2818.000,15580
